Airfoil,Motor,Diameter,Battery,Root Chord,Tip Chord,Root Pitch,Tip Pitch,Mass [kg],Flight Time [hr],Thrust to Weight,Sim Time [s]
RG-15_8_DOE,2300,0.1016,1,0.008,0.004,6,1,1.3064,0.8064395040219181,0.8908964807932505,25.15904974937439
RG-15_8_DOE,2300,0.1016,1,0.018,0.009,10,4,1.3064,0.28879976689993686,2.5373537696245445,24.923656940460205
RG-15_8_DOE,2300,0.1016,1,0.018,0.009,6,1,1.3064,0.46435847144127035,1.006215606904751,21.959959030151367
RG-15_8_DOE,2300,0.1016,2,0.008,0.004,10,4,1.5764,0.8053823588113456,1.83469087041695,23.143507719039917
RG-15_8_DOE,2300,0.1016,2,0.008,0.004,6,1,1.5764,1.53000849536718,0.7647314546194276,21.879995346069336
RG-15_8_DOE,2300,0.1016,2,0.018,0.009,10,4,1.5764,0.49311601462874316,2.3365545228972113,17.77489185333252
RG-15_8_DOE,2300,0.1016,2,0.018,0.009,6,1,1.5764,0.846325541151558,0.8871520805034445,17.87437868118286
RG-15_8_DOE,3600,0.0761999999999999,1,0.008,0.004,10,4,1.2164,0.6606711102011507,1.0786208578893075,12.71564793586731
RG-15_8_DOE,3600,0.0761999999999999,1,0.008,0.004,6,1,1.2164,1.3136028756694063,0.4289245285901541,12.914146900177002
RG-15_8_DOE,3600,0.0761999999999999,1,0.018,0.009,10,4,1.2164,0.42021971537281844,1.3153822988164343,12.918498992919922
RG-15_8_DOE,3600,0.0761999999999999,1,0.018,0.009,6,1,1.2164,0.7254191109223243,0.46346215320160955,12.77250623703003
RG-15_8_DOE,3600,0.0761999999999999,2,0.008,0.004,10,4,1.3963999999999999,1.2384638860580708,0.9810474854642287,12.866565465927124
RG-15_8_DOE,3600,0.0761999999999999,2,0.008,0.004,6,1,1.3963999999999999,2.5446217061545298,0.381675860226784,13.001752376556396
RG-15_8_DOE,3600,0.0761999999999999,2,0.018,0.009,10,4,1.3963999999999999,0.7580155864755599,1.2274507831667,12.935089826583862
RG-15_8_DOE,3600,0.0761999999999999,2,0.018,0.009,6,1,1.3963999999999999,1.368033162536889,0.4198515444305716,13.053948879241943
RG-15_8_DOE,3600,0.1016,1,0.008,0.004,10,4,1.2164,0.30677379240265407,2.175344194013054,17.080400466918945
RG-15_8_DOE,3600,0.1016,1,0.008,0.004,6,1,1.2164,0.5189131034829074,0.9796800595385768,17.201839447021484
RG-15_8_DOE,3600,0.1016,1,0.018,0.009,10,4,1.2164,0.2169541984164463,2.516551350725793,19.14882206916809
RG-15_8_DOE,3600,0.1016,1,0.018,0.009,6,1,1.2164,0.3187044329614647,1.05992096503392,17.15574312210083
RG-15_8_DOE,3600,0.1016,2,0.008,0.004,10,4,1.3963999999999999,0.5292786057004798,2.0910792634075723,17.21481466293335
RG-15_8_DOE,3600,0.1016,2,0.008,0.004,6,1,1.3963999999999999,0.9546523355844748,0.9022712149598431,17.074281454086304
RG-15_8_DOE,3600,0.1016,2,0.018,0.009,10,4,1.3963999999999999,0.34751893029746617,2.5418627290746887,19.296643257141113
RG-15_8_DOE,3600,0.1016,2,0.018,0.009,6,1,1.3963999999999999,0.5531875009210209,1.0147768424142565,17.9775390625
RG-15_8_DOE,3800,0.0761999999999999,1,0.008,0.004,10,4,1.1726,0.9164317404658218,0.7426080294430938,12.949341297149658
RG-15_8_DOE,3800,0.0761999999999999,1,0.008,0.004,6,1,1.1726,1.9034076462939424,0.2868378336214928,12.806483507156372
RG-15_8_DOE,3800,0.0761999999999999,1,0.018,0.009,10,4,1.1726,0.552657694366095,0.9383528111068676,12.821322679519653
