Motor,Battery,Diameter,Root Chord,Tip Chord,Root Pitch,Tip Pitch,Airfoil,Lambda,WeightedObjSum,Flight Time [hr],Thrust to Weight,Runtime [min]
3800.0,1.0,0.101570268,0.018005265,0.008984198,10.00245814,3.998829466,8.0,0.0,2.585346702,0.243144901,5.573212819,30.09204721
3800.0,1.0,0.11176,0.0198,0.0099,10.40818883,4.4,8.316673086,0.1,3.04488902,0.185647995,7.185284775,0.0
3800.0,1.0,0.111734956,0.0198,0.0099,9.584878578,4.4,8.316673086,0.147368421,2.837552203,0.189645107,7.002710378,0.0
3800.0,1.0,0.111733752,0.0198,0.0099,9.584885019,4.4,8.316673086,0.194736842,2.705430035,0.18964875,7.00259783,0.0
3800.0,1.0,0.111732374,0.0198,0.0099,9.58488071,4.4,8.316673086,0.242105263,2.573303826,0.189653023,7.002456289,0.0
3800.0,1.326654828,0.111713887,0.0198,0.0099,9.435502116,4.4,8.054412162,0.289473684,2.413706615,0.190693168,6.916740532,0.0
3800.0,1.0,0.111727819,0.0198,0.0099,9.58256965,4.4,8.0,0.336842105,2.308261844,0.189687985,6.999466199,0.0
3800.0,1.0,0.101599992,0.018030512,0.008995605,10.00056873,4.125136706,7.854281376,0.384210526,1.828819546,0.240808745,5.616389488,9.077634128
3800.0,3.233136099,0.102392936,0.010875199,0.004550798,10.0,3.996910922,8.378743876,0.431578947,1.764754596,0.851694332,3.310867297,1.165145771
3800.0,3.233136099,0.102392936,0.010875199,0.004550798,10.0,3.996910922,8.378743876,0.478947368,1.790510143,0.852877119,3.307805539,1.034200414
3800.0,3.233136099,0.102392936,0.010875199,0.004550798,10.0,3.996910922,8.378743876,0.526315789,1.814997183,0.851694332,3.310867297,3.713407878
3800.0,3.233136099,0.1023831,0.01088462,0.00455036,10.00010461,3.996576004,8.378743876,0.573684211,1.841712707,0.853428623,3.306723533,16.59754959
3800.0,3.233136099,0.102392936,0.010777549,0.004107595,10.0,3.996910922,8.378743876,0.621052632,1.910619357,0.891644727,3.226603777,1.520170164
3800.0,3.233136099,0.102390017,0.010793683,0.004111903,10.00021034,3.996553926,8.378743876,0.668421053,1.942816799,0.892187097,3.225005379,38.14592638
3800.0,3.233136099,0.102392936,0.010777549,0.004107595,10.0,3.996910922,8.378743876,0.715789474,1.973964702,0.891798232,3.226233503,7.942189888
3800.0,3.233136099,0.102392936,0.010777549,0.004107595,10.0,3.996910922,8.378743876,0.763157895,2.007514398,0.893033538,3.223257651,6.678963772
3800.0,3.233136099,0.102392936,0.010777549,0.004107595,10.0,3.996910922,8.378743876,0.810526316,2.037143856,0.891798232,3.226233503,1.173225971
3800.0,3.233136099,0.10237175,0.010794727,0.004106724,10.00113385,3.996135787,8.378743876,0.857894737,2.072039878,0.893548175,3.221142151,41.98883931
3800.0,3.233136099,0.102392936,0.010777549,0.004107595,10.0,3.996910922,8.378743876,0.905263158,2.101016461,0.892129994,3.225433615,6.869684843
3800.0,3.233136099,0.102382366,0.010785656,0.004107176,10.0001544,3.996523119,8.378743876,0.952631579,2.135081059,0.893214342,3.221488001,54.59688548
3800.0,3.233136099,0.102408385,0.01079161,0.004117147,10.0002523,3.997294257,8.378743876,1.0,2.162790959,0.891505073,3.227420698,296.0463291
